Baseline 100%T_S,,Baseline 100%T_P,,Sample S 6.00 12.00,,Sample S 6.00  180.00,,Sample P 6.00  180.00,,Sample P 6.00 12.00,,
Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%R,
451,34.3133049,451,96.56034088,451,35.30310822,451,64.44902802,451,64.84347534,451,34.84567261,
450,34.24888229,450,96.18924713,450,35.35711288,450,64.47651672,450,64.82455444,450,34.87183762,
449,34.20781708,449,95.79741669,449,35.36294937,449,64.44702148,449,64.82139587,449,34.89622116,
448,34.15786743,448,95.42208862,448,35.35874939,448,64.44511414,448,64.7904129,448,34.88924026,
447,34.12211227,447,95.01438141,447,35.38700104,447,64.45593262,447,64.79169464,447,34.92181778,
446,34.0963707,446,94.61055756,446,35.37022018,446,64.37393951,446,64.77747345,446,34.93102264,
445,34.06650925,445,94.20159149,445,35.43436813,445,64.38567352,445,64.7544632,445,34.9529686,
444,34.05089569,444,93.81014252,444,35.41856384,444,64.36798859,444,64.72618866,444,34.95676041,
443,34.02212524,443,93.37586212,443,35.46733856,443,64.31749725,443,64.73218536,443,34.97353745,
442,33.99145889,442,92.95986176,442,35.44695663,442,64.3250885,442,64.71196747,442,34.99526215,
441,33.97846603,441,92.55975342,441,35.43341446,441,64.3321991,441,64.67650604,441,34.99324799,
440,33.9588356,440,92.1517868,440,35.47433853,440,64.26430511,440,64.63858032,440,34.99868393,
439,33.94266891,439,91.71534729,439,35.4993248,439,64.24596405,439,64.63199615,439,35.02249146,
438,33.91152191,438,91.29676819,438,35.53990555,438,64.24891663,438,64.61074066,438,35.03502274,
437,33.87675858,437,90.86262512,437,35.50999069,437,64.23757935,437,64.60273743,437,35.0480957,
436,33.83610535,436,90.47865295,436,35.55519104,436,64.21634674,436,64.55659485,436,35.06613159,
435,33.81507874,435,90.08158112,435,35.49302673,435,64.1641922,435,64.53310394,435,35.08072281,
434,33.75127792,434,89.67144012,434,35.56865692,434,64.1103363,434,64.48994446,434,35.08260727,
